User ID,Vehicle Model,Battery Capacity (kWh),Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Time of Day,State of Charge (Start %),State of Charge (End %),Temperature (C),Vehicle Age (years),Charger Type
230eaa96-27d,BMW i3,42.6,2023-02-27 03:29:11,2023-02-27 04:21:23,31.68,0.87,Night,13.1,81.7,2.8,10.1,DC_CCS
230eaa96-27d,Audi e-tron,82.6,2023-03-03 18:34:14,2023-03-04 13:34:14,55.71,19.0,Evening,38.2,99.9,10.2,5.4,AC_L2
49c10b34-895,Rivian R1T,120.4,2023-05-04 11:26:01,2023-05-04 13:19:25,85.58,1.89,Morning,15.3,79.9,29.8,3.3,DC_CCS
ff48a961-769,Rivian R1T,126.6,2023-11-13 18:00:14,2023-11-13 19:43:26,84.41,1.72,Evening,17.5,77.9,8.5,2.6,DC_CCS
da57027f-455,Hyundai Kona Electric,62.2,2023-09-23 20:35:24,2023-09-23 21:20:24,33.42,0.75,Evening,28.2,77.5,21.4,7.3,DC_CCS
c6294ff3-9ba,Nissan Leaf,58.1,2023-03-14 08:45:57,2023-03-14 09:51:21,37.67,1.09,Morning,31.3,91.4,11.4,14.6,DC_CHAdeMO
0ececf84-fba,BMW i3,42.3,2023-03-17 14:42:57,2023-03-17 20:16:33,21.6,5.56,Afternoon,43.0,92.2,14.0,12.7,AC_L2
ae1b4281-8cc,Kia Niro EV,60.9,2023-01-05 08:13:47,2023-01-05 09:03:35,30.14,0.83,Morning,33.7,79.6,11.4,6.7,DC_CCS
affd4e0e-c70,Tesla Model 3 LR,77.7,2023-09-25 17:51:40,2023-09-26 15:37:16,51.74,21.76,Evening,27.0,88.0,23.1,8.4,AC_L2
fa2c492a-d66,Tesla Model 3 LR,80.7,2023-03-09 07:52:30,2023-03-09 19:00:18,31.73,11.13,Morning,62.4,98.9,13.9,8.6,AC_L2
6795332a-85b,Kia Niro EV,65.6,2023-02-04 16:14:41,2023-02-05 05:02:05,31.5,12.79,Afternoon,48.9,94.7,9.8,7.2,AC_L2
7e686207-85a,Tesla Model Y,81.6,2023-07-06 17:47:31,2023-07-06 19:34:19,70.18,1.78,Evening,14.6,93.2,29.4,5.1,DC_CCS
d979cdf4-fed,BMW i3,44.0,2023-12-02 13:30:24,2023-12-02 18:36:24,17.73,5.1,Afternoon,45.6,83.7,17.5,10.7,AC_L2
584b9ab3-daf,Nissan Leaf,62.8,2023-07-03 14:20:27,2023-07-03 23:05:27,21.59,8.75,Afternoon,64.2,96.9,36.4,14.4,AC_L2
baff847d-9a5,Tesla Model 3 LR,81.2,2023-11-19 12:29:58,2023-11-19 13:18:34,69.71,0.81,Afternoon,20.5,94.6,20.8,6.5,Tesla_SC
6b83b4bb-c42,Tesla Model 3 LR,74.0,2023-06-27 09:53:17,2023-06-27 15:59:53,25.31,6.11,Morning,65.3,98.3,29.3,6.5,AC_L2
d8707894-83c,Tesla Model 3 LR,72.3,2023-08-12 14:16:07,2023-08-12 15:11:19,37.71,0.92,Afternoon,33.3,81.2,31.4,6.6,DC_CCS
83f71bf6-a8f,Tesla Model Y,75.3,2023-06-12 17:35:50,2023-06-12 18:09:26,55.03,0.56,Evening,14.6,78.6,25.8,3.8,Tesla_SC
5fed89a1-21f,Chevy Bolt,67.4,2023-12-26 08:29:24,2023-12-26 09:35:24,42.82,1.1,Morning,33.8,91.6,13.2,9.3,DC_CCS
c3de9ee6-979,Volkswagen ID.4,75.4,2023-01-22 11:11:20,2023-01-22 17:32:20,34.84,6.35,Morning,51.4,95.8,14.7,5.8,AC_L2
04e79dee-6d0,Tesla Model S,102.1,2023-05-23 08:41:15,2023-05-23 09:15:27,72.35,0.57,Morning,17.0,78.3,25.9,11.2,Tesla_SC
fbdcbed7-92a,Nissan Leaf,63.8,2023-02-02 21:13:17,2023-02-02 22:18:05,42.94,1.08,Night,19.3,80.9,0.2,14.4,DC_CHAdeMO
5be8c31e-a03,Chevy Bolt,65.3,2023-08-24 08:42:25,2023-08-24 20:03:25,26.62,11.35,Morning,59.8,97.1,29.7,9.6,AC_L2
4f5eabc0-e50,Chevy Bolt,63.1,2023-12-01 12:13:01,2023-12-01 16:34:01,20.82,4.35,Afternoon,65.8,97.2,12.9,8.2,AC_L2
1ea19526-723,Chevy Bolt,63.7,2023-11-06 20:39:44,2023-11-07 12:42:08,39.67,16.04,Evening,35.7,95.5,4.6,9.7,AC_L2
b42394e7-c5e,Chevy Bolt,65.1,2023-12-21 20:03:33,2023-12-21 20:47:57,31.84,0.74,Evening,38.3,82.1,2.4,8.3,DC_CCS
a3d12bd1-0f5,Tesla Model 3 LR,77.0,2023-06-17 12:00:08,2023-06-17 12:24:44,41.36,0.41,Afternoon,36.0,82.3,34.1,8.0,Tesla_SC
7a37334d-c30,Tesla Model 3 LR,82.4,2023-03-16 15:14:58,2023-03-16 20:50:22,32.28,5.59,Afternoon,46.0,82.3,18.2,8.5,AC_L2
e5452429-c85,Tesla Model 3 LR,80.2,2023-07-13 08:29:22,2023-07-13 18:11:58,26.63,9.71,Morning,62.8,94.8,31.2,8.4,AC_L2
c15034ce-7b3,Tesla Model 3 LR,82.5,2023-10-05 00:28:44,2023-10-05 01:04:44,59.85,0.6,Night,21.8,86.2,11.2,7.5,Tesla_SC
772b5964-74e,Volkswagen ID.4,81.8,2023-07-20 18:47:21,2023-07-20 20:25:09,62.82,1.63,Evening,27.1,95.2,30.1,3.3,DC_CCS
5aed6783-81f,Tesla Model Y,74.3,2023-02-17 02:32:05,2023-02-17 13:02:41,46.73,10.51,Night,36.5,97.0,0.4,4.6,AC_L2
cc4a37dc-028,BMW i3,42.9,2023-12-13 09:49:53,2023-12-13 10:27:05,20.35,0.62,Morning,35.4,78.3,13.3,11.3,DC_CCS
fada80ea-08b,Kia Niro EV,64.7,2023-07-10 06:01:36,2023-07-10 07:41:48,57.4,1.67,Morning,16.1,95.7,25.3,6.9,DC_CCS
b31c66ea-262,Tesla Model S,93.9,2023-04-03 16:50:00,2023-04-04 02:10:24,39.98,9.34,Afternoon,47.3,87.9,18.9,12.2,AC_L2
fbf96e15-83e,Kia Niro EV,62.6,2023-10-31 16:55:21,2023-11-01 01:12:09,23.2,8.28,Afternoon,64.3,98.2,22.9,8.0,AC_L2
e5684e96-ec0,Tesla Model Y,75.4,2023-11-15 09:38:24,2023-11-15 18:50:24,36.32,9.2,Morning,54.5,99.8,19.0,4.1,AC_L2
a57d011e-14f,Chevy Bolt,60.7,2023-05-22 08:59:12,2023-05-22 09:57:24,39.9,0.97,Morning,24.7,82.5,23.6,7.1,DC_CCS
bbb6895f-540,Tesla Model 3 LR,75.9,2023-09-15 18:33:17,2023-09-15 20:13:29,59.1,1.67,Evening,24.6,94.5,23.4,8.4,DC_CCS
98d75672-a40,Rivian R1T,102.0,2023-08-04 08:35:58,2023-08-04 22:27:34,54.81,13.86,Morning,42.0,91.5,33.2,4.9,AC_L2
a3d12bd1-0f5,BMW i3,40.7,2023-08-01 13:34:39,2023-08-01 19:43:03,21.66,6.14,Afternoon,46.2,94.9,34.5,11.5,AC_L2
0ed8f5e6-a0d,BMW i3,41.7,2023-03-26 19:28:54,2023-03-26 20:18:42,31.38,0.83,Evening,14.5,80.5,8.5,10.8,DC_CCS
b42394e7-c5e,Nissan Leaf,41.5,2023-10-02 22:19:27,2023-10-02 22:51:51,23.79,0.54,Night,23.3,75.1,12.2,13.3,DC_CHAdeMO
7b000491-8d9,Volkswagen ID.4,80.8,2023-11-25 10:40:51,2023-11-25 12:22:51,57.6,1.7,Morning,32.0,94.4,19.7,5.8,DC_CCS
e759a9b6-887,Tesla Model 3 LR,74.9,2023-01-04 18:11:10,2023-01-04 19:19:34,45.71,1.14,Evening,24.4,80.0,2.5,6.9,DC_CCS
b5621b2a-9cd,Tesla Model 3 LR,78.3,2023-07-08 19:19:13,2023-07-08 19:54:01,51.83,0.58,Evening,22.2,80.0,23.4,6.7,Tesla_SC
4034e6e3-bff,Volkswagen ID.4,78.1,2023-01-07 23:02:11,2023-01-08 00:44:11,60.35,1.7,Night,28.9,97.2,-3.2,5.7,DC_CCS
68ac15b2-8a8,Nissan Leaf,46.3,2023-04-13 18:00:37,2023-04-13 18:43:49,24.27,0.72,Evening,34.0,82.4,17.1,14.5,DC_CHAdeMO
a8a8b1ac-acd,Tesla Model S,100.5,2023-12-11 11:44:03,2023-12-12 06:57:51,59.95,19.23,Morning,38.9,94.1,17.3,13.2,AC_L2
965b1404-fe9,Tesla Model 3 LR,78.1,2023-10-09 18:31:47,2023-10-09 19:13:47,62.12,0.7,Evening,27.4,95.4,19.7,6.3,Tesla_SC
635fe839-f29,BMW i3,41.5,2023-12-14 06:44:20,2023-12-14 14:09:32,19.78,7.42,Morning,47.8,93.4,9.9,10.8,AC_L2
15af887a-8c4,Chevy Bolt,64.7,2023-08-26 13:04:37,2023-08-26 14:35:49,57.15,1.52,Afternoon,17.4,95.4,34.8,7.1,DC_CCS
7863deab-1cd,Rivian R1T,109.0,2023-05-10 18:40:24,2023-05-10 21:14:36,91.29,2.57,Evening,20.5,95.6,22.5,3.9,DC_CCS
78c9d957-83a,Rivian R1T,124.0,2023-02-15 01:46:09,2023-02-15 03:36:33,82.19,1.84,Night,23.5,81.7,-0.4,4.7,DC_CCS
fb40f238-bc5,Kia Niro EV,66.2,2023-07-26 20:24:35,2023-07-26 23:58:11,20.01,3.56,Evening,58.5,87.0,23.7,7.7,AC_L2
32fca22b-f29,Tesla Model Y,79.3,2023-10-26 11:49:20,2023-10-27 02:04:20,37.43,14.25,Morning,50.9,94.5,27.3,5.7,AC_L2
465ad542-410,Kia Niro EV,65.4,2023-08-07 19:24:12,2023-08-07 20:42:48,42.26,1.31,Evening,37.0,94.4,24.4,6.1,DC_CCS
8ea598c2-c29,Tesla Model 3 LR,80.7,2023-11-03 20:11:24,2023-11-03 20:45:00,60.37,0.56,Evening,25.2,91.0,5.8,7.1,Tesla_SC
230eaa96-27d,Tesla Model 3 LR,81.0,2023-09-12 07:08:58,2023-09-13 03:34:46,50.51,20.43,Morning,35.5,92.8,26.2,9.0,AC_L2
c6294ff3-9ba,Nissan Leaf,44.0,2023-08-24 15:34:21,2023-08-25 04:36:09,10.43,13.03,Afternoon,64.3,86.3,30.4,15.2,AC_L1
d83abb01-baa,Rivian R1T,120.0,2023-02-17 14:21:08,2023-02-18 00:01:56,25.22,9.68,Afternoon,63.4,82.6,15.6,2.4,AC_L2
2872dd43-31f,Chevy Bolt,63.8,2023-02-16 17:53:02,2023-02-17 04:14:38,31.72,10.36,Evening,46.5,93.9,9.7,7.4,AC_L2
7fc4af70-a9a,Rivian R1T,127.8,2023-04-05 14:57:17,2023-04-06 12:48:17,69.23,21.85,Afternoon,41.9,92.6,22.3,4.1,AC_L2
a90cdec8-439,Volkswagen ID.4,82.7,2023-05-01 23:12:35,2023-05-02 00:07:11,40.58,0.91,Night,34.9,79.7,9.8,5.8,DC_CCS
f07f4841-fee,Tesla Model Y,71.6,2023-04-15 14:59:40,2023-04-16 02:50:40,40.18,11.85,Afternoon,42.4,94.0,20.3,5.5,AC_L2
283794ab-61f,Kia Niro EV,62.0,2023-03-14 08:18:32,2023-03-14 09:42:32,49.27,1.4,Morning,23.8,94.5,14.0,6.8,DC_CCS
50add644-5f7,Tesla Model 3 LR,78.1,2023-01-04 20:43:00,2023-01-04 22:23:12,58.02,1.67,Evening,30.8,96.5,1.0,6.5,DC_CCS
f190de50-242,BMW i3,42.6,2023-07-26 19:36:22,2023-07-26 20:24:22,28.3,0.8,Evening,18.7,77.1,25.8,10.3,DC_CCS
7863deab-1cd,Tesla Model Y,77.6,2023-06-10 13:46:54,2023-06-10 21:04:18,20.84,7.29,Afternoon,71.9,97.1,31.7,5.7,AC_L2
d315727a-252,Chevy Bolt,66.5,2023-05-20 14:59:35,2023-05-21 04:42:47,42.2,13.72,Afternoon,40.2,98.2,28.2,9.6,AC_L2
cfc555af-b74,Nissan Leaf,61.7,2023-08-27 12:24:19,2023-08-27 20:49:31,26.49,8.42,Afternoon,46.2,86.3,37.6,13.5,AC_L2
2c7c8db1-321,Tesla Model 3 LR,72.8,2023-09-30 18:32:25,2023-10-01 00:34:49,29.07,6.04,Evening,56.2,93.4,23.3,8.6,AC_L2
23d80351-664,Nissan Leaf,59.8,2023-01-27 19:15:13,2023-01-28 12:52:25,25.92,17.62,Evening,55.4,97.7,4.9,15.1,AC_L1
92ecd540-19f,Tesla Model Y,78.0,2023-06-29 20:49:40,2023-06-29 21:59:16,44.71,1.16,Evening,24.7,77.4,21.7,5.7,DC_CCS
418cdf94-a37,Tesla Model Y,78.0,2023-09-27 13:45:57,2023-09-27 14:19:33,52.34,0.56,Afternoon,35.8,94.1,27.9,5.0,Tesla_SC
cfd86521-a95,Tesla Model Y,76.6,2023-11-03 09:08:55,2023-11-03 09:40:07,45.62,0.52,Morning,37.5,89.6,14.5,5.6,Tesla_SC
6e79e2a7-84e,Chevy Bolt,61.2,2023-08-23 06:17:51,2023-08-23 07:26:15,44.33,1.14,Morning,26.1,89.5,29.3,9.5,DC_CCS
58c07f55-c6a,Audi e-tron,97.8,2023-08-10 17:11:16,2023-08-11 05:43:04,45.23,12.53,Evening,44.5,88.3,28.9,5.7,AC_L2
f623974f-c77,Ford Mustang Mach-E,92.5,2023-12-01 23:23:06,2023-12-02 06:26:06,37.41,7.05,Night,59.8,97.1,0.9,3.5,AC_L2
6b8c29ef-43c,BMW i3,43.3,2023-06-26 17:48:24,2023-06-26 22:58:36,19.57,5.17,Evening,48.4,90.3,29.1,11.4,AC_L2
cd98552b-321,Hyundai Kona Electric,69.8,2023-09-03 14:15:31,2023-09-04 00:59:19,28.85,10.73,Afternoon,46.8,86.4,30.2,5.6,AC_L2
f4bb78dd-b3b,Hyundai Kona Electric,64.1,2023-10-23 16:39:01,2023-10-24 03:23:25,40.48,10.74,Afternoon,36.0,96.5,18.0,5.7,AC_L2
b5107efb-6c2,Hyundai Kona Electric,61.9,2023-11-22 18:27:21,2023-11-22 22:33:57,20.08,4.11,Evening,53.8,84.9,12.2,6.9,AC_L2
1f665bba-92f,Nissan Leaf,61.0,2023-12-23 13:10:54,2023-12-23 18:01:54,13.72,4.85,Afternoon,68.0,89.3,17.5,13.6,AC_L2
da194644-e8c,Hyundai Kona Electric,66.3,2023-09-21 14:26:28,2023-09-21 15:58:52,55.06,1.54,Afternoon,15.4,91.8,30.2,6.9,DC_CCS
e759a9b6-887,Tesla Model 3 LR,75.8,2023-06-02 08:01:41,2023-06-02 08:31:41,55.11,0.5,Morning,16.1,78.7,31.0,7.1,Tesla_SC
8f42891a-c16,BMW i3,41.7,2023-08-24 03:50:30,2023-08-24 11:07:54,19.49,7.29,Night,51.8,95.3,20.3,10.5,AC_L2
339c3174-9ca,Audi e-tron,88.7,2023-11-27 18:12:09,2023-11-27 23:32:33,23.95,5.34,Evening,74.4,99.3,8.8,7.6,AC_L2
da194644-e8c,Tesla Model Y,79.3,2023-11-11 16:13:23,2023-11-11 22:03:11,33.91,5.83,Afternoon,53.9,95.2,13.7,4.3,AC_L2
f07f4841-fee,Audi e-tron,89.6,2023-02-09 16:34:08,2023-02-09 17:44:56,51.86,1.18,Afternoon,28.5,79.9,9.6,5.4,DC_CCS
6103f081-ce6,Tesla Model 3 LR,78.1,2023-04-16 09:05:31,2023-04-16 10:11:31,44.8,1.1,Morning,29.5,81.4,22.6,6.1,DC_CCS
11acd5cc-15f,Tesla Model Y,79.8,2023-10-22 16:36:11,2023-10-23 04:21:47,28.38,11.76,Afternoon,56.9,89.8,21.8,5.6,AC_L2
60817a6b-0ed,Tesla Model 3 LR,83.1,2023-07-17 19:20:20,2023-07-17 19:53:56,58.63,0.56,Evening,19.3,80.9,24.1,6.3,Tesla_SC
f27af813-6db,Audi e-tron,82.0,2023-04-02 18:06:22,2023-04-02 23:09:22,23.82,5.05,Evening,59.2,86.8,13.5,6.1,AC_L2
624c41cd-858,Volkswagen ID.4,82.0,2023-12-31 07:01:53,2023-12-31 13:51:05,32.52,6.82,Morning,58.9,95.2,10.8,5.7,AC_L2
45596536-ef2,Rivian R1T,113.7,2023-04-27 14:21:41,2023-04-28 01:52:17,36.29,11.51,Afternoon,53.6,83.6,22.9,4.2,AC_L2
2872dd43-31f,Tesla Model 3 LR,73.0,2023-05-14 17:19:05,2023-05-14 18:31:41,46.71,1.21,Evening,21.2,79.0,20.2,8.4,DC_CCS
10e8e268-71b,Chevy Bolt,64.6,2023-03-14 16:50:12,2023-03-14 23:35:48,23.4,6.76,Afternoon,51.6,85.5,14.8,8.7,AC_L2
f190de50-242,Volkswagen ID.4,80.1,2023-10-10 18:33:24,2023-10-10 19:40:00,47.95,1.11,Evening,28.1,82.3,19.5,3.6,DC_CCS
a3d12bd1-0f5,Tesla Model 3 LR,79.6,2023-05-31 18:11:55,2023-06-01 02:49:43,31.38,8.63,Evening,59.1,97.2,20.4,8.8,AC_L2
6e79e2a7-84e,Hyundai Kona Electric,68.5,2023-08-19 04:27:25,2023-08-19 13:15:25,24.94,8.8,Night,63.4,97.2,20.5,5.7,AC_L2
ee2c4d21-69e,Tesla Model 3 LR,75.3,2023-07-27 15:00:23,2023-07-27 16:29:47,52.02,1.49,Afternoon,34.2,96.0,35.1,6.7,DC_CCS
5e181db1-aa9,Tesla Model Y,85.8,2023-10-12 19:37:02,2023-10-13 01:55:02,25.11,6.3,Evening,66.2,93.9,17.5,5.6,AC_L2
7e686207-85a,Chevy Bolt,58.7,2023-08-20 06:27:11,2023-08-20 07:12:47,33.05,0.76,Morning,26.0,76.5,27.3,7.7,DC_CCS
9826758d-85f,Hyundai Kona Electric,64.1,2023-05-05 13:40:30,2023-05-05 14:42:18,37.62,1.03,Afternoon,29.6,83.1,28.1,7.9,DC_CCS
6116cf1b-707,Tesla Model 3 LR,79.0,2023-04-11 19:16:28,2023-04-11 20:38:04,52.78,1.36,Evening,23.9,84.0,15.4,8.1,DC_CCS
a2cf10ec-fe6,Tesla Model Y,79.9,2023-09-05 11:07:40,2023-09-05 19:46:40,37.99,8.65,Morning,54.3,98.1,29.4,4.1,AC_L2
6487df60-34b,Tesla Model Y,77.7,2023-09-15 16:23:47,2023-09-15 17:00:23,58.43,0.61,Afternoon,13.7,81.5,26.1,3.0,Tesla_SC
ece1af66-81e,Tesla Model Y,75.3,2023-08-23 12:54:09,2023-08-23 13:24:09,53.56,0.5,Afternoon,17.1,79.5,34.1,3.7,Tesla_SC
041cdf65-216,Tesla Model Y,74.6,2023-06-28 11:39:20,2023-06-29 01:11:44,36.72,13.54,Morning,49.8,95.2,31.5,4.7,AC_L2
dbf8ec81-f9c,Nissan Leaf,58.2,2023-11-10 19:44:45,2023-11-11 16:01:33,28.96,20.28,Evening,44.2,90.5,6.7,13.8,AC_L1
9b349345-83e,Hyundai Kona Electric,64.8,2023-06-04 19:40:44,2023-06-05 06:33:32,34.91,10.88,Evening,40.7,92.9,23.6,5.1,AC_L2
12328ff0-2f6,Nissan Leaf,41.2,2023-09-15 17:33:21,2023-09-15 18:15:21,23.3,0.7,Evening,32.0,83.4,24.9,13.6,DC_CHAdeMO
ed05161d-49a,Audi e-tron,92.7,2023-01-13 15:37:58,2023-01-14 00:10:22,24.25,8.54,Afternoon,68.7,93.1,9.8,6.6,AC_L2
fa2c492a-d66,Volkswagen ID.4,83.3,2023-04-14 18:57:18,2023-04-15 10:01:30,42.41,15.07,Evening,43.2,90.9,16.8,5.3,AC_L2
4031e789-9cf,Tesla Model 3 LR,78.1,2023-03-12 05:21:22,2023-03-12 13:04:34,43.28,7.72,Night,42.2,94.2,10.3,8.2,AC_L2
d8707894-83c,Tesla Model 3 LR,80.1,2023-01-10 07:58:41,2023-01-10 08:34:05,64.87,0.59,Morning,19.8,93.1,5.8,6.9,Tesla_SC
7b000491-8d9,BMW i3,42.0,2023-10-25 00:45:24,2023-10-25 06:37:00,26.02,5.86,Night,35.1,93.8,7.3,10.6,AC_L2
c0ddb67b-aee,Tesla Model 3 LR,76.4,2023-02-09 16:56:20,2023-02-10 09:42:32,57.11,16.77,Afternoon,28.0,97.8,9.1,8.2,AC_L2
8f42891a-c16,Tesla Model 3 LR,78.6,2023-06-17 01:58:19,2023-06-17 15:55:19,35.52,13.95,Night,52.0,95.0,18.1,7.0,AC_L2
bbb6895f-540,Tesla Model 3 LR,84.4,2023-05-26 16:21:51,2023-05-26 16:47:03,40.89,0.42,Afternoon,38.7,82.1,21.8,8.3,Tesla_SC
a2a30982-3bd,Ford Mustang Mach-E,79.2,2023-10-26 16:27:03,2023-10-27 04:22:15,57.2,11.92,Afternoon,31.0,97.6,19.4,3.7,AC_L2
f07f4841-fee,Ford Mustang Mach-E,81.0,2023-05-31 20:04:18,2023-05-31 21:10:18,48.86,1.1,Evening,24.7,78.5,13.6,5.5,DC_CCS
d61f77ce-02c,Tesla Model S,101.2,2023-05-29 11:35:05,2023-05-29 12:17:05,79.83,0.7,Morning,12.8,80.6,29.9,13.4,Tesla_SC
3ef5701f-ed2,BMW i3,42.1,2023-01-05 17:01:05,2023-01-05 20:14:17,14.83,3.22,Evening,56.1,88.7,8.8,10.8,AC_L2
c85a76a5-b3c,Nissan Leaf,54.6,2023-10-17 20:44:48,2023-10-17 21:31:00,34.05,0.77,Evening,23.7,81.3,12.0,14.3,DC_CHAdeMO
960cca2a-f58,Nissan Leaf,51.2,2023-05-14 14:25:51,2023-05-14 21:37:51,20.49,7.2,Afternoon,57.4,94.9,29.0,13.1,AC_L2
d8707894-83c,Tesla Model Y,74.0,2023-07-20 07:36:07,2023-07-20 08:38:31,39.8,1.04,Morning,34.3,83.4,27.3,3.6,DC_CCS
e97cf7cf-a85,Tesla Model 3 LR,74.6,2023-06-11 18:06:44,2023-06-11 19:53:32,62.82,1.78,Evening,23.0,96.7,25.0,7.4,DC_CCS
8151a0b7-93f,Tesla Model 3 LR,79.4,2023-06-18 16:59:02,2023-06-18 17:36:14,56.84,0.62,Afternoon,16.5,79.5,28.9,6.9,Tesla_SC
e280caca-294,Tesla Model 3 LR,78.6,2023-05-25 06:36:54,2023-05-25 07:48:54,51.68,1.2,Morning,22.4,81.0,18.5,7.0,DC_CCS
283794ab-61f,Tesla Model 3 LR,75.3,2023-01-09 18:09:31,2023-01-10 06:09:31,50.85,12.0,Evening,27.0,92.4,4.9,6.9,AC_L2
1d95c5f0-b35,Tesla Model Y,79.7,2023-05-09 17:51:29,2023-05-10 13:17:53,55.89,19.44,Evening,28.1,93.5,21.1,3.4,AC_L2
be3d4462-15e,Tesla Model Y,74.4,2023-05-08 06:14:53,2023-05-08 07:32:17,50.33,1.29,Morning,28.4,91.0,19.9,3.1,DC_CCS
99046ef5-49e,Tesla Model S,98.5,2023-01-07 15:51:38,2023-01-07 16:26:26,56.96,0.58,Afternoon,25.2,76.6,8.4,12.0,Tesla_SC
339c3174-9ca,Ford Mustang Mach-E,70.5,2023-08-14 08:31:01,2023-08-14 09:39:25,41.87,1.14,Morning,28.2,82.8,30.7,3.2,DC_CCS
1f665bba-92f,Tesla Model S,94.4,2023-03-21 16:11:59,2023-03-21 16:41:59,48.08,0.5,Afternoon,31.4,76.3,15.3,12.8,Tesla_SC
cac1596b-a96,Nissan Leaf,52.0,2023-09-17 13:44:59,2023-09-17 18:47:59,12.79,5.05,Afternoon,70.6,93.2,33.2,13.5,AC_L2
3c033944-6cc,Nissan Leaf,56.5,2023-11-05 08:28:48,2023-11-05 11:30:36,10.05,3.03,Morning,75.7,92.3,16.1,13.2,AC_L2
01179bcc-088,Tesla Model Y,74.4,2023-01-30 18:22:51,2023-01-30 18:52:51,39.44,0.5,Evening,32.8,80.2,7.2,3.5,Tesla_SC
965b1404-fe9,Tesla Model Y,78.1,2023-10-19 17:47:42,2023-10-19 18:20:06,46.95,0.54,Evening,25.8,78.3,16.5,3.0,Tesla_SC
58c07f55-c6a,Tesla Model 3 LR,82.7,2023-09-18 20:28:17,2023-09-18 21:13:17,70.2,0.75,Evening,19.3,93.6,19.7,7.1,Tesla_SC
b19f3fed-3f2,Kia Niro EV,64.8,2023-03-20 19:14:57,2023-03-20 20:17:21,38.65,1.04,Evening,30.0,83.6,5.4,7.5,DC_CCS
affd4e0e-c70,Tesla Model S,93.2,2023-02-14 20:41:32,2023-02-14 21:12:08,54.53,0.51,Evening,25.5,77.7,1.2,12.0,Tesla_SC
70f5d0a0-323,Tesla Model 3 LR,73.8,2023-10-21 10:26:32,2023-10-21 15:42:44,16.33,5.27,Morning,76.7,97.6,26.2,8.7,AC_L2
fbdcbed7-92a,Tesla Model 3 LR,79.8,2023-05-27 06:24:22,2023-05-27 07:18:58,77.32,0.91,Morning,12.5,98.2,20.3,8.1,Tesla_SC
283794ab-61f,Nissan Leaf,46.0,2023-02-18 19:19:11,2023-02-19 04:13:11,21.38,8.9,Evening,53.1,97.5,4.2,14.7,AC_L2
a87a4f50-6a5,Tesla Model Y,74.8,2023-07-24 06:02:16,2023-07-24 06:31:04,53.32,0.48,Morning,18.5,80.5,26.6,4.1,Tesla_SC
72d2e12a-0c4,Nissan Leaf,43.0,2023-09-30 17:07:42,2023-09-30 18:07:06,37.37,0.99,Evening,20.3,97.1,23.9,15.6,DC_CHAdeMO
e280caca-294,Tesla Model 3 LR,82.4,2023-12-21 15:35:08,2023-12-21 17:18:20,65.98,1.72,Afternoon,20.1,93.2,15.0,6.1,DC_CCS
c3de9ee6-979,Nissan Leaf,60.5,2023-03-27 01:48:47,2023-03-27 05:16:59,16.75,3.47,Night,66.0,91.4,1.0,15.0,AC_L2
49c10b34-895,Tesla Model Y,78.1,2023-04-18 12:02:33,2023-04-18 12:37:57,48.24,0.59,Afternoon,24.2,77.6,21.2,4.7,Tesla_SC
1c563471-e9a,Nissan Leaf,54.6,2023-11-16 06:43:04,2023-11-16 23:56:16,23.47,17.22,Morning,55.4,95.4,9.6,13.9,AC_L1
1ea19526-723,Tesla Model 3 LR,77.2,2023-12-16 19:14:38,2023-12-16 20:40:26,50.33,1.43,Evening,33.2,90.9,4.0,6.2,DC_CCS
99046ef5-49e,Nissan Leaf,49.7,2023-07-19 20:20:46,2023-07-20 01:41:10,27.6,5.34,Evening,48.8,99.6,25.3,13.8,AC_L2
f8782a96-3d0,Tesla Model S,95.8,2023-03-15 12:27:21,2023-03-15 13:01:33,67.98,0.57,Afternoon,14.6,78.4,20.4,11.2,Tesla_SC
6a2b4062-b79,Tesla Model Y,77.9,2023-04-12 00:51:37,2023-04-12 02:00:37,43.81,1.15,Night,34.5,86.4,6.1,5.8,DC_CCS
55fc1322-470,BMW i3,43.1,2023-10-29 16:12:08,2023-10-29 22:00:08,15.43,5.8,Afternoon,59.3,92.2,18.3,10.0,AC_L2
01179bcc-088,Porsche Taycan,87.9,2023-01-09 10:39:09,2023-01-09 23:16:21,32.42,12.62,Morning,58.1,92.8,11.8,5.3,AC_L2
4031e789-9cf,Kia Niro EV,66.2,2023-06-29 10:20:07,2023-06-29 12:49:31,8.28,2.49,Morning,78.3,90.2,34.8,7.2,AC_L2
6fd52f06-a8b,Audi e-tron,85.6,2023-07-20 11:11:35,2023-07-21 04:24:47,50.5,17.22,Morning,44.7,98.8,32.9,5.9,AC_L2
905fb061-eca,Hyundai Kona Electric,64.6,2023-06-13 14:02:33,2023-06-13 21:11:33,36.05,7.15,Afternoon,44.5,97.3,31.9,5.8,AC_L2
965b1404-fe9,BMW i3,43.2,2023-12-12 19:48:00,2023-12-12 22:32:24,13.26,2.74,Evening,60.4,89.9,7.0,13.0,AC_L2
a8a8b1ac-acd,Tesla Model 3 LR,79.1,2023-12-12 15:41:51,2023-12-13 01:19:39,31.45,9.63,Afternoon,52.6,90.9,15.0,6.2,AC_L2
